OBJECTID,neighborhood,neighborhood_no,area,Year,Indicator Name,Value,elementary,middle,high,main elementary,main middle,main high,number of elementary schools,number of middle schools,number of high schools
16,North Beacon Hill,110,266.8762908,2010,10_year_growth_all,11.0,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,2010,10_year_growth_all,619.0,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,2010,10_year_growth_all,5289.0,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,2010,10_year_growth_all,2215.0,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,2010,10_year_growth_all,-245.0,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,2010,10_year_growth_all,1474.0,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,2010,10_year_growth_all,861.0,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,2010,10_year_growth_all,781.0,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,2010,10_year_growth_all,176.0,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,2010,10_year_growth_all,662.0,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,2010,10_year_growth_all,160.0,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,2010,10_year_growth_all,1009.0,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,2010,10_year_growth_all,647.0,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,2010,10_year_growth_all,2046.0,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,2010,10_year_growth_all,357.0,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,2010,10_year_growth_all,2800.0,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,2020,10_year_growth_all,461.0,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,2020,10_year_growth_all,1881.0,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,2020,10_year_growth_all,4117.0,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,2020,10_year_growth_all,3052.0,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2020,10_year_growth_all,13282.0,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2020,10_year_growth_all,2062.0,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2020,10_year_growth_all,9131.0,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2020,10_year_growth_all,7012.0,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2020,10_year_growth_all,702.0,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2020,10_year_growth_all,145.0,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2020,10_year_growth_all,1182.0,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2020,10_year_growth_all,1545.0,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2020,10_year_growth_all,1030.0,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2020,10_year_growth_all,1330.0,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,2020,10_year_growth_all,531.0,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,2020,10_year_growth_all,565.0,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,2020,10_year_growth_all,15031.0,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,2020,10_year_growth_all,4540.0,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,2020,10_year_growth_all,736.0,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,2020,10_year_growth_all,3150.0,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,2020,10_year_growth_all,1581.0,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,2020,10_year_growth_all,1452.0,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,2020,10_year_growth_all,450.0,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,2020,10_year_growth_all,885.0,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,2020,10_year_growth_all,320.0,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,2020,10_year_growth_all,1016.0,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,2020,10_year_growth_all,1081.0,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,2020,10_year_growth_all,6267.0,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,2020,10_year_growth_all,-206.0,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,2020,10_year_growth_all,1927.0,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,1990,10_year_frac_growth_all,,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,1990,10_year_frac_growth_all,,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,1990,10_year_frac_growth_all,,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,1990,10_year_frac_growth_all,,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,1990,10_year_frac_growth_all,,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,1990,10_year_frac_growth_all,,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,1990,10_year_frac_growth_all,,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,1990,10_year_frac_growth_all,,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,1990,10_year_frac_growth_all,,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,1990,10_year_frac_growth_all,,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,1990,10_year_frac_growth_all,,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,1990,10_year_frac_growth_all,,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,1990,10_year_frac_growth_all,,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,1990,10_year_frac_growth_all,,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,1990,10_year_frac_growth_all,,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,1990,10_year_frac_growth_all,,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,1990,10_year_frac_growth_all,,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,1990,10_year_frac_growth_all,,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,1990,10_year_frac_growth_all,,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,1990,10_year_frac_growth_all,,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,1990,10_year_frac_growth_all,,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,1990,10_year_frac_growth_all,,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,1990,10_year_frac_growth_all,,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,1990,10_year_frac_growth_all,,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,1990,10_year_frac_growth_all,,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,1990,10_year_frac_growth_all,,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,1990,10_year_frac_growth_all,,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,1990,10_year_frac_growth_all,,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,1990,10_year_frac_growth_all,,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,1990,10_year_frac_growth_all,,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,2000,10_year_frac_growth_all,0.05049453409682457,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,2000,10_year_frac_growth_all,0.09134157944814462,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,2000,10_year_frac_growth_all,0.13785497656465398,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,2000,10_year_frac_growth_all,0.16584910067741182,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2000,10_year_frac_growth_all,0.17145818935729096,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2000,10_year_frac_growth_all,0.12171945701357466,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2000,10_year_frac_growth_all,0.38620071684587814,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2000,10_year_frac_growth_all,0.0824617417152923,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2000,10_year_frac_growth_all,0.07611111111111112,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2000,10_year_frac_growth_all,0.150066401062417,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2000,10_year_frac_growth_all,0.29227854097584083,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2000,10_year_frac_growth_all,0.09508660303994344,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2000,10_year_frac_growth_all,0.10523831996224635,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2000,10_year_frac_growth_all,0.23658733360225898,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,2000,10_year_frac_growth_all,0.027432405762778764,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,2000,10_year_frac_growth_all,0.14484126984126985,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,2000,10_year_frac_growth_all,0.7678176002624457,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,2000,10_year_frac_growth_all,0.13707513416815742,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,2000,10_year_frac_growth_all,0.2788093132920719,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,2000,10_year_frac_growth_all,0.17756519460096973,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,2000,10_year_frac_growth_all,0.023789532605653512,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,2000,10_year_frac_growth_all,0.2398362892223738,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,2000,10_year_frac_growth_all,0.1399662731871838,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,2000,10_year_frac_growth_all,0.17158632406031005,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,2000,10_year_frac_growth_all,0.18244514106583073,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,2000,10_year_frac_growth_all,0.12787157486853032,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,2000,10_year_frac_growth_all,0.16479765967820575,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,2000,10_year_frac_growth_all,0.10103141115799344,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,2000,10_year_frac_growth_all,0.3086367485182049,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,2000,10_year_frac_growth_all,0.05697636775655552,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,2010,10_year_frac_growth_all,0.06194251734390486,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,2010,10_year_frac_growth_all,0.15082824760244115,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,2010,10_year_frac_growth_all,0.22195299248849043,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,2010,10_year_frac_growth_all,-0.07653776798236826,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2010,10_year_frac_growth_all,0.058698601852398086,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2010,10_year_frac_growth_all,0.05526421944332392,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2010,10_year_frac_growth_all,1.4395604395604396,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2010,10_year_frac_growth_all,0.163293327908869,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2010,10_year_frac_growth_all,0.08182756840474961,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2010,10_year_frac_growth_all,0.06374133949191686,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2010,10_year_frac_growth_all,0.42925219941348974,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2010,10_year_frac_growth_all,0.31245965138799225,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2010,10_year_frac_growth_all,0.23996584116140052,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2010,10_year_frac_growth_all,0.07975860381666938,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,2010,10_year_frac_growth_all,0.0021129466000768342,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
18,Greenwood-Phinney Ridge,102,94.15764497,2010,10_year_frac_growth_all,0.26819757365684577,Greenwood,Robert Eagle Staff,"Ballard, Ingraham, Lincoln",Greenwood,Robert Eagle Staff,Ballard,1,1,3
19,Downtown,413,953.2817465,2010,10_year_frac_growth_all,0.2453723034098817,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
20,Uptown,412,333.000698,2010,10_year_frac_growth_all,0.43559488692232057,John Hay,McClure,Lincoln,John Hay,McClure,Lincoln,1,1,1
21,Rainier Beach,204,346.1438736,2010,10_year_frac_growth_all,-0.056464623185065684,"Dunlap, Emerson, Wing Luke, Van Asselt",Aki Kurose,Rainier Beach,Dunlap,Aki Kurose,Rainier Beach,4,1,1
22,23rd & Union-Jackson,109,625.2664128,2010,10_year_frac_growth_all,0.1640329401290897,"Bailey Gatzert, Leschi, T. Marshall",Washington,Garfield,Bailey Gatzert,Washington,Garfield,3,1,1
23,Bitter Lake Village,114,363.7795662,2010,10_year_frac_growth_all,0.23537452159650082,"Broadview-Thomson, Northgate",Robert Eagle Staff,Ingraham Int'l,Broadview-Thomson,Robert Eagle Staff,Ingraham Int'l,2,1,1
24,Mt Baker,305,491.0180584,2010,10_year_frac_growth_all,0.171875,"T. Marshall, John Muir, Beacon Hill Intl, Kimball, Leschi","Aki Kurose, Washington, Meany",Franklin,T. Marshall,Aki Kurose,Franklin,5,3,1
25,Admiral,113,98.24835065,2010,10_year_frac_growth_all,0.1301775147928994,"Lafayette, Genesee Hill",Madison,West Seattle,Lafayette,Madison,West Seattle,2,1,1
26,Aurora-Licton Springs,101,326.9585992,2010,10_year_frac_growth_all,0.11999274968279862,"Viewlands, Daniel Bagley",Robert Eagle Staff,Ingraham,Viewlands,Robert Eagle Staff,Ingraham,2,1,1
27,Morgan Junction,206,113.3093773,2010,10_year_frac_growth_all,0.08483563096500531,Gatewood,Denny Int'l,West Seattle,Gatewood,Denny Int'l,West Seattle,1,1,1
28,Eastlake,107,199.2559558,2010,10_year_frac_growth_all,0.2476073619631902,"Montlake, Lowell",Meany,Garfield,Montlake,Meany,Garfield,2,1,1
29,Wallingford,203,258.0056129,2010,10_year_frac_growth_all,0.13541230640435328,"B. F. Day, Green Lake",Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,2,1,1
30,Ballard,303,495.4763052,2010,10_year_frac_growth_all,0.21779859484777517,"Adams, West Woodland",Whitman,Ballard,Adams,Whitman,Ballard,2,1,1
31,South Park,128,263.7986201,2010,10_year_frac_growth_all,0.11549660304108703,Concord Intl,Denny Int'l,Chief Sealth Int'l,Concord Intl,Denny Int'l,Chief Sealth Int'l,1,1,1
32,Othello,123,498.9632413,2010,10_year_frac_growth_all,0.42879019908116384,"Dearborn Park, Van Asselt, Martin Luther King Jr., Wing Luke, Dunlap, Hawthorne","Aki Kurose, Mercer Int'l","Franklin, Rainier Beach",Dearborn Park,Aki Kurose,Franklin,6,2,2
1,Upper Queen Anne,106,52.65872029,2020,10_year_frac_growth_all,0.2151189920671955,"John Hay, Coe",McClure,Lincoln,John Hay,McClure,Lincoln,2,1,1
2,Fremont,302,214.511083,2020,10_year_frac_growth_all,0.475,B. F. Day,Hamilton Int'l,Lincoln,B. F. Day,Hamilton Int'l,Lincoln,1,1,1
3,West Seattle Junction,205,270.4170255,2020,10_year_frac_growth_all,0.8163791394011501,"Genesee Hill, Fairmount Park, Pathfinder",Madison,West Seattle,Genesee Hill,Madison,West Seattle,3,1,1
4,Columbia City,111,334.5433404,2020,10_year_frac_growth_all,0.6621826860490345,Hawthorne,Mercer,Franklin,Hawthorne,Mercer,Franklin,1,1,1
5,First Hill/Capitol Hill,414,916.2218015,2020,10_year_frac_growth_all,0.3700546082692522,"Lowell, Madison-Miller",Meany,Garfield,Lowell,Meany,Garfield,2,1,1
6,Roosevelt,202,170.2117761,2020,10_year_frac_growth_all,0.7882262996941896,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
7,South Lake Union,312,339.886927,2020,10_year_frac_growth_all,2.419448860625331,Lowell,Meany,Garfield,Lowell,Meany,Garfield,1,1,1
8,University District,401,751.9638778,2020,10_year_frac_growth_all,0.30653551912568305,"Green Lake, Laurelhurst","Eckstein, Hamilton Int'l",Roosevelt,Green Lake,Eckstein,Roosevelt,2,2,1
9,Crown Hill,103,270.9887543,2020,10_year_frac_growth_all,0.16750178954903364,"Whittier, North Beach",Whitman,Ingraham,Whittier,Whitman,Ingraham,2,1,1
10,Westwood-Highland Park,127,275.0621961,2020,10_year_frac_growth_all,0.03148067737733391,"Roxhill, Highland Park",Denny Int'l,Chief Sealth Int'l,Roxhill,Denny Int'l,Chief Sealth Int'l,2,1,1
11,Lake City,201,142.2670425,2020,10_year_frac_growth_all,0.3031546550397538,"Olympic Hills, John Rogers, Sacajawea",Jane Addams,Nathan Hale,Olympic Hills,Jane Addams,Nathan Hale,3,1,1
13,Madison-Miller,131,145.3234203,2020,10_year_frac_growth_all,0.37998032464338416,"Stevens, Madrona",Meany,Garfield,Stevens,Meany,Garfield,2,1,1
14,Green Lake,207,107.4446385,2020,10_year_frac_growth_all,0.3546831955922865,Green Lake,Eckstein,Roosevelt,Green Lake,Eckstein,Roosevelt,1,1,1
15,Northgate,301,412.2911233,2020,10_year_frac_growth_all,0.20090634441087613,"Olympic View, Northgate, Viewlands","Jane Addams, Whitman","Ingraham, Nathan Hale",Olympic View,Jane Addams,Ingraham,3,2,2
16,North Beacon Hill,110,266.8762908,2020,10_year_frac_growth_all,0.10178263369752731,"Beacon Hill Intl, Kimball",Mercer Int'l,Franklin,Beacon Hill Intl,Mercer Int'l,Franklin,2,1,1
